age,sex_enc,priors_count,juv_fel_count,juv_misd_count,juv_other_count,days_b_screening_arrest,c_days_from_compas,jail_duration,decile_score,v_decile_score,charge_degree,convicted_proxy,two_year_recid
21,0,1,0,0,0,-11.0,11.0,1.0,3,4,0,1,1
52,1,2,0,0,0,-1.0,41.0,1.0,1,1,0,1,0
29,1,0,0,0,0,-1.0,1.0,0.0,3,3,0,1,0
37,0,0,0,0,0,0.0,0.0,5.0,4,3,0,1,0
34,1,0,0,0,1,-1.0,1.0,0.0,2,1,1,1,0
53,1,0,0,0,0,0.0,1.0,1.0,1,1,0,1,1
30,0,8,0,0,0,-1.0,1.0,1.0,8,3,1,1,1
35,1,0,0,0,0,-7.0,7.0,1.0,3,2,0,1,0
28,1,1,0,0,0,-1.0,1.0,4.0,4,2,1,1,0
21,1,1,0,0,0,-1.0,1.0,0.0,8,9,1,1,0
22,1,1,0,0,0,13.0,1.0,43.0,7,6,1,1,0
42,1,1,0,0,0,-1.0,1.0,0.0,3,2,0,1,1
26,1,3,0,0,0,0.0,0.0,0.0,4,2,1,1,1
54,1,9,0,0,0,0.0,3940.0,1.0,1,1,0,0,0
39,1,1,0,0,0,-1.0,1.0,0.0,2,1,1,1,1
30,1,20,2,0,0,0.0,0.0,317.0,9,5,1,1,1
26,0,1,0,0,0,-1.0,1.0,27.0,6,4,1,1,1
41,1,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0
23,1,5,1,0,1,0.0,0.0,54.0,5,4,0,1,1
43,1,1,0,0,0,-1.0,1.0,64.0,2,1,1,1,1
22,1,0,0,0,0,-1.0,2.0,0.0,3,5,0,1,1
27,0,6,0,0,0,-1.0,1.0,1.0,3,3,1,1,1
42,0,2,0,0,0,-1.0,1.0,34.0,3,1,0,0,0
25,1,8,0,0,0,0.0,1.0,29.0,6,5,1,1,1
49,1,4,0,0,0,0.0,1.0,35.0,2,1,0,1,0
26,1,7,1,0,0,-43.0,43.0,38.0,9,5,1,0,1
52,1,1,0,0,0,-1.0,1.0,24.0,1,1,1,1,0
60,0,2,0,0,0,-1.0,1.0,1.0,1,1,1,1,0
23,0,0,0,0,0,-1.0,1.0,1.0,6,6,0,1,0
30,1,2,0,0,0,-1.0,1867.0,1.0,7,6,0,1,0
48,1,9,0,0,0,0.0,0.0,3.0,6,5,1,0,1
32,1,2,0,0,0,0.0,0.0,1.0,7,5,1,1,1
28,1,3,0,0,1,-1.0,1.0,1.0,3,3,1,1,1
24,1,5,0,0,0,-1.0,1.0,1.0,7,4,1,1,1
26,0,3,0,0,0,107.0,306.0,7.0,5,3,1,1,1
22,1,3,0,0,0,20.0,21.0,214.0,5,8,1,0,1
44,1,2,0,0,0,-1.0,1.0,1.0,2,1,1,1,0
32,1,3,0,0,0,-1.0,1.0,86.0,4,4,1,1,0
27,0,1,0,0,0,-1.0,1.0,0.0,2,2,0,1,0
52,1,15,0,0,0,0.0,0.0,0.0,4,3,0,1,1
61,1,3,0,0,0,0.0,0.0,0.0,2,1,0,1,1
69,1,3,0,0,0,0.0,0.0,0.0,1,2,0,1,0
51,1,2,0,0,0,-1.0,1.0,34.0,1,1,1,1,0
21,0,1,0,0,0,-1.0,86.0,1.0,6,6,1,1,0
31,1,2,1,0,0,-1.0,1.0,3.0,6,6,0,1,1
19,1,3,0,2,0,-1.0,1.0,30.0,4,7,1,1,1
24,1,12,0,5,0,0.0,0.0,36.0,9,9,0,0,1
24,1,3,0,0,0,-1.0,1.0,6.0,8,6,1,1,1
57,1,3,0,0,0,-2.0,2.0,1.0,1,1,1,1,0
30,1,6,0,0,0,-1.0,1.0,6.0,7,8,1,0,0
43,1,4,0,0,0,-1.0,0.0,1.0,1,1,1,1,1
24,1,4,0,0,1,-1.0,1.0,4.0,7,4,1,1,0
30,0,7,0,0,0,-18.0,17.0,17.0,7,3,0,0,0
25,1,5,0,0,0,-1.0,1.0,1.0,9,7,1,1,1
56,0,1,0,0,0,-1.0,1.0,169.0,8,3,1,1,0
21,1,1,0,0,0,-8.0,8.0,8.0,8,8,1,0,0
31,1,6,3,0,0,-1.0,1.0,31.0,10,6,1,1,1
23,0,1,0,0,0,-1.0,1.0,1.0,9,8,1,0,0
30,1,15,1,0,2,-1.0,1.0,1.0,10,8,1,1,1
42,1,1,0,0,0,-13.0,13.0,0.0,1,1,0,1,0
64,1,0,0,0,0,-1.0,1.0,108.0,3,2,1,1,0
21,0,0,0,0,0,-1.0,1.0,0.0,6,6,1,1,1
36,1,5,0,0,0,17.0,795.0,11.0,3,2,1,0,0
50,0,1,0,0,0,-1.0,1.0,1.0,1,1,1,0,0
23,1,0,0,0,0,0.0,1.0,0.0,3,4,0,1,1
28,1,2,0,0,0,-1.0,1.0,49.0,3,4,1,1,0
25,0,5,0,0,0,-3.0,4.0,0.0,7,4,1,1,0
28,1,7,0,0,1,104.0,9.0,39.0,8,7,1,0,1
54,1,14,0,0,0,-1.0,1.0,28.0,4,3,0,1,1
37,1,6,0,0,0,-1.0,1.0,1.0,1,2,0,1,0
25,1,5,0,0,1,-1.0,1.0,14.0,9,8,0,0,1
63,1,0,0,0,0,0.0,1.0,3.0,1,1,0,1,1
35,1,2,0,0,0,-1.0,1.0,1.0,7,4,0,1,0
20,1,9,9,0,0,-70.0,23.0,64.0,4,7,1,0,1
26,1,0,0,0,0,-1.0,1.0,0.0,1,3,0,1,1
25,1,8,0,0,0,-1.0,1.0,1.0,10,10,0,1,1
33,1,0,0,0,0,-1.0,1.0,0.0,1,1,0,1,0
29,1,7,0,0,0,-1.0,1.0,1.0,3,4,1,0,0
27,1,2,0,0,0,-1.0,1.0,0.0,4,3,0,1,0
37,1,12,1,0,1,-1.0,1.0,0.0,9,10,0,1,1
20,0,3,0,2,1,-1.0,1.0,0.0,10,8,0,1,1
32,1,1,0,0,0,-1.0,1.0,1.0,2,2,1,1,1
72,1,1,0,0,0,-23.0,23.0,1.0,1,1,0,1,0
38,1,0,0,0,0,-1.0,1.0,2.0,1,1,1,1,0
40,1,0,0,0,0,-1.0,1.0,0.0,2,1,1,1,0
23,1,0,0,0,0,-1.0,1.0,0.0,3,4,1,1,0
21,1,5,0,0,0,-10.0,10.0,1.0,8,8,1,1,1
27,1,4,0,0,0,0.0,0.0,0.0,7,4,1,1,1
55,1,13,0,0,0,-1.0,1.0,0.0,6,7,1,1,1
41,0,0,0,0,0,-1.0,1.0,0.0,1,1,0,1,0
56,1,1,0,0,0,-1.0,1.0,2.0,1,1,0,1,0
55,1,11,0,0,0,-1.0,338.0,57.0,7,3,0,0,0
23,0,0,0,0,0,-2.0,3.0,1.0,6,5,1,1,1
28,1,3,0,0,0,-1.0,1.0,0.0,2,2,1,1,0
31,1,2,0,0,0,-1.0,1.0,13.0,2,4,1,0,1
56,1,3,0,0,0,-49.0,49.0,49.0,2,1,0,1,0
53,1,0,0,0,0,-1.0,1.0,0.0,1,1,0,1,0
27,1,6,0,0,0,-1.0,1.0,10.0,5,4,1,1,1
22,1,0,0,0,0,-1.0,1.0,0.0,5,6,1,1,1
22,0,0,0,0,1,-1.0,1.0,0.0,4,4,1,1,1
33,1,7,0,0,0,-1.0,1.0,1.0,6,7,0,1,1
34,1,15,0,0,0,-6.0,6.0,6.0,7,7,1,0,0
22,1,0,0,0,0,0.0,0.0,0.0,3,5,0,1,1
32,1,12,0,0,0,-1.0,1.0,1.0,8,6,1,1,0
47,1,14,4,0,1,-1.0,1.0,0.0,9,4,1,1,1
24,1,0,0,0,0,0.0,1.0,0.0,2,3,0,1,0
25,1,14,0,4,4,-1.0,1.0,83.0,10,7,1,1,1
56,1,0,0,0,0,0.0,1.0,-1.0,1,1,1,1,0
36,1,1,0,0,0,30.0,22.0,106.0,4,4,1,1,1
28,1,4,0,0,0,0.0,1.0,21.0,6,5,1,1,1
20,1,2,2,0,0,-1.0,1.0,0.0,9,7,1,1,1
59,1,0,0,0,0,-2.0,2.0,1.0,1,1,0,1,0
29,0,11,0,0,0,-1.0,1.0,0.0,8,5,1,1,0
72,1,3,0,0,0,-5.0,5.0,4.0,1,1,1,0,0
24,0,2,0,0,0,-1.0,1.0,14.0,7,8,0,1,1
45,1,3,0,0,0,6.0,35.0,36.0,9,1,1,1,0
30,1,7,0,0,0,0.0,1.0,2.0,10,10,0,1,1
45,1,0,0,0,0,-1.0,1.0,0.0,1,1,0,1,0
47,1,0,0,0,0,-1.0,1.0,0.0,1,1,0,1,0
24,1,0,0,0,0,-1.0,1.0,9.0,3,4,1,1,1
20,1,0,0,0,0,-1.0,1.0,2.0,3,6,0,1,1
51,1,6,0,0,0,0.0,0.0,0.0,1,1,1,0,1
22,1,2,0,0,0,102.0,257.0,0.0,3,6,1,0,0
49,0,2,0,0,0,-1.0,1.0,11.0,2,1,0,1,1
41,1,5,0,0,0,-1.0,1.0,1.0,1,1,1,1,0
49,1,1,0,0,0,-16.0,17.0,12.0,3,1,1,1,0
26,1,0,0,0,0,-1.0,1.0,0.0,1,2,0,1,0
34,0,2,0,0,0,-49.0,49.0,41.0,3,2,1,1,1
28,0,0,0,0,0,-1.0,1.0,1.0,3,3,0,1,0
33,1,2,0,0,0,-1.0,1.0,1.0,2,2,0,1,0
46,1,0,0,0,0,0.0,1.0,0.0,7,4,1,1,0
21,1,0,0,0,0,-1.0,1.0,1.0,4,6,0,1,0
26,1,14,0,1,3,0.0,1.0,-1.0,9,8,1,1,1
28,0,2,0,0,0,-68.0,65.0,7.0,5,4,0,0,0
48,1,1,0,0,0,2.0,169.0,126.0,1,1,1,0,1
58,1,24,0,0,0,0.0,0.0,3.0,6,1,1,1,1
29,1,0,0,0,0,-1.0,1.0,1.0,1,2,1,1,0
20,0,2,0,0,3,-1.0,1.0,23.0,10,9,1,0,1
28,1,0,0,0,0,0.0,1.0,0.0,4,3,0,1,1
21,1,0,0,0,0,0.0,1.0,4.0,8,10,1,1,1
26,1,0,0,0,0,-1.0,1.0,0.0,7,5,1,1,0
34,1,3,0,0,0,-4.0,4.0,0.0,1,1,0,0,0
32,1,15,2,0,0,-1.0,1.0,7.0,8,5,1,1,1
38,1,10,0,0,1,0.0,1.0,10.0,4,3,1,1,1
22,1,0,0,0,0,-1.0,1.0,1.0,3,5,1,1,0
42,1,2,0,0,0,-1.0,1.0,0.0,5,3,1,1,1
57,0,0,0,0,0,-1.0,1.0,1.0,4,1,0,1,0
56,0,1,0,0,0,-20.0,20.0,1.0,1,1,1,1,0
32,1,2,0,0,0,0.0,0.0,0.0,5,2,0,1,1
30,1,11,0,2,2,-1.0,1.0,0.0,8,3,1,1,0
29,1,2,0,0,0,-1.0,1.0,0.0,1,1,0,1,0
46,1,15,0,0,1,-1.0,1.0,6.0,7,1,1,1,1
36,1,5,2,0,0,-64.0,64.0,1.0,10,8,1,1,0
24,0,0,0,0,0,-1.0,1.0,0.0,3,4,1,1,0
70,0,1,0,0,0,-1.0,1.0,1.0,1,1,1,0,0
21,1,0,0,0,0,0.0,0.0,0.0,6,6,1,1,1
45,0,1,0,0,0,-11.0,11.0,0.0,1,1,0,1,0
33,0,2,0,0,0,-1.0,1.0,2.0,4,2,0,1,0
39,0,6,0,1,0,0.0,1.0,0.0,5,2,1,1,0
25,1,6,0,1,0,-16.0,16.0,1.0,4,3,1,0,0
48,1,1,0,0,0,0.0,1.0,1.0,1,1,0,1,0
32,0,1,0,0,0,-41.0,41.0,28.0,2,1,0,1,1
46,1,0,0,0,0,-1.0,1.0,0.0,1,1,1,1,0
28,1,0,0,0,0,0.0,1.0,2.0,2,3,0,1,1
27,1,1,0,0,0,-1.0,1.0,1.0,2,2,1,1,0
43,1,11,0,0,0,16.0,227.0,76.0,7,4,1,1,1
56,1,5,0,0,0,-38.0,38.0,21.0,5,2,1,0,1
30,1,9,0,0,0,0.0,0.0,50.0,10,7,1,1,1
29,1,1,0,0,0,-22.0,22.0,0.0,3,2,1,1,0
54,1,8,0,0,0,0.0,1.0,-1.0,1,1,1,1,1
20,0,0,0,0,0,0.0,0.0,0.0,4,6,1,1,0
29,1,0,0,0,0,-1.0,1.0,0.0,1,2,1,1,0
67,1,0,0,0,0,-1.0,1.0,0.0,1,1,0,1,0
25,1,0,0,0,0,-1.0,1.0,0.0,2,3,1,1,0
24,1,8,0,2,1,-1.0,1.0,0.0,9,9,1,0,1
29,1,3,0,0,0,-1.0,1.0,177.0,6,2,1,1,0
45,1,2,0,0,0,-1.0,345.0,28.0,6,2,0,1,0
31,1,5,0,0,0,-1.0,1.0,11.0,5,2,1,0,1
23,1,0,0,0,0,-1.0,1.0,7.0,3,4,1,1,1
21,1,0,0,0,0,-1.0,1.0,8.0,8,9,1,1,1
61,1,0,0,0,0,-1.0,1.0,0.0,1,1,0,1,0
51,0,5,0,0,0,-1.0,1.0,20.0,7,1,0,1,1
32,1,1,0,0,0,-15.0,15.0,15.0,1,1,1,1,0
43,1,9,0,0,0,-2.0,2.0,0.0,6,1,1,1,0
32,1,0,0,0,0,-1.0,1.0,1.0,1,1,0,1,0
36,1,0,0,0,0,-1.0,1.0,0.0,5,2,1,1,0
58,1,3,0,0,0,0.0,0.0,15.0,4,1,1,1,1
57,1,12,0,0,0,-1.0,1.0,50.0,9,6,1,1,0
37,1,2,0,0,0,0.0,0.0,0.0,7,6,1,1,0
44,1,6,0,0,0,-1.0,1.0,1.0,6,2,1,0,0
28,1,9,0,0,2,112.0,297.0,116.0,8,6,0,1,0
45,1,8,0,0,0,-1.0,0.0,0.0,7,4,1,0,1
48,1,1,0,0,0,-1.0,1.0,2.0,1,1,1,0,0
26,1,13,0,1,1,0.0,1.0,-1.0,8,4,1,1,1
34,1,9,1,0,0,-1.0,1.0,1.0,6,5,1,1,1
25,1,0,0,0,0,-1.0,1.0,1.0,3,4,1,1,0
31,1,8,0,0,0,-1.0,1.0,0.0,7,4,0,1,1
43,1,1,0,0,0,-1.0,1.0,1.0,1,1,1,0,0
30,1,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0
50,1,0,0,0,0,-2.0,2.0,0.0,1,1,0,1,0
31,0,2,0,0,0,-1.0,1.0,1.0,2,2,1,1,0
33,0,7,0,0,0,-6.0,6.0,0.0,6,2,0,1,0
32,1,1,0,0,0,-1.0,1.0,19.0,5,5,1,1,1
46,0,0,0,0,0,0.0,1.0,2.0,1,1,0,1,1
22,1,0,0,0,0,-1.0,1.0,1.0,6,7,1,1,0
37,1,8,0,0,0,-1.0,1.0,1.0,5,1,1,1,1
32,0,6,0,0,0,-1.0,1.0,8.0,6,2,1,0,1
23,0,2,0,0,0,-1.0,1.0,1.0,7,5,1,1,1
21,1,0,0,0,0,0.0,1.0,-1.0,5,7,1,1,0
52,1,2,0,0,0,-1.0,1.0,1.0,1,1,1,0,0
49,1,2,0,0,0,-1.0,1.0,1.0,2,1,0,1,0
55,1,3,0,0,0,-1.0,1.0,36.0,7,2,1,1,1
22,1,0,0,0,0,-1.0,1.0,1.0,2,4,1,1,0
45,1,0,0,0,0,-1.0,1.0,13.0,1,1,1,1,0
31,0,7,0,0,0,-1.0,1.0,1.0,5,2,1,1,1
22,1,0,0,0,1,-1.0,1.0,1.0,2,4,0,1,1
28,1,5,0,0,0,-1.0,1.0,1.0,6,2,0,1,0
21,1,1,0,0,0,-1.0,1.0,11.0,5,8,1,1,1
37,1,2,0,0,1,-1.0,1.0,1.0,3,3,0,1,0
30,1,21,0,2,0,-1.0,1.0,1.0,7,3,1,0,1
22,1,13,0,0,1,-1.0,1.0,0.0,10,9,1,1,1
35,1,23,0,1,0,-1.0,1.0,1.0,9,6,1,1,1
28,1,11,2,1,0,-1.0,1.0,26.0,10,5,1,1,0
24,1,1,0,0,0,-1.0,1.0,1.0,3,6,1,1,0
44,1,9,0,0,0,73.0,132.0,65.0,3,1,1,0,0
32,1,24,1,3,0,-1.0,1.0,2.0,7,6,1,1,1
29,1,5,0,0,0,35.0,55.0,13.0,3,3,1,1,1
24,0,1,0,0,0,-1.0,1.0,0.0,5,4,1,1,0
57,1,19,0,0,0,-1.0,1.0,1.0,3,1,1,1,0
21,1,0,0,0,0,-1.0,1.0,0.0,6,7,0,1,0
28,1,0,0,0,0,0.0,1.0,-1.0,2,2,1,1,0
51,1,0,0,0,0,0.0,1.0,91.0,1,1,0,1,0
34,1,6,0,0,0,205.0,3238.0,216.0,9,3,1,1,1
26,1,0,0,0,0,-1.0,1.0,0.0,2,2,0,1,1
20,1,0,0,0,3,-1.0,1.0,1.0,6,8,1,1,1
25,1,6,0,1,0,-1.0,0.0,32.0,7,5,0,0,0
19,1,0,0,0,0,-1.0,1.0,2.0,6,9,0,1,1
49,1,1,0,0,0,-1.0,1.0,20.0,1,1,1,0,1
57,1,27,0,0,0,-9.0,9.0,9.0,10,9,0,0,0
27,0,0,0,0,0,0.0,0.0,0.0,2,3,0,1,0
66,1,1,0,0,0,-1.0,1.0,19.0,1,1,0,0,0
25,0,4,0,0,0,-46.0,46.0,16.0,7,3,0,0,1
21,1,0,0,0,0,0.0,0.0,0.0,3,6,1,0,0
45,1,1,0,0,0,0.0,1.0,-1.0,2,1,1,1,0
38,1,6,0,0,0,-205.0,205.0,202.0,6,7,1,1,1
37,1,24,2,3,0,-1.0,1.0,19.0,8,4,1,1,0
44,1,13,0,0,0,0.0,1.0,16.0,9,8,1,1,1
64,1,0,0,0,0,-1.0,1.0,4.0,4,1,1,1,0
30,1,1,0,0,0,-1.0,1.0,0.0,6,4,1,1,1
61,1,1,0,0,0,-1.0,1.0,2.0,1,1,0,0,0
49,0,8,0,0,0,-10.0,10.0,8.0,2,1,1,0,0
23,1,0,0,0,0,0.0,1.0,0.0,7,5,1,1,0
33,1,14,0,0,0,-79.0,79.0,67.0,8,5,1,1,0
21,1,0,0,0,0,-2.0,2.0,0.0,9,6,1,1,1
30,0,2,0,0,0,-1.0,0.0,43.0,10,4,1,1,1
26,1,7,0,0,1,0.0,1.0,1.0,4,4,0,1,0
35,1,3,0,0,0,-1.0,1.0,1.0,1,2,0,1,1
27,1,2,0,0,1,-1.0,1.0,1.0,9,4,0,1,0
38,1,1,0,0,0,0.0,1.0,14.0,6,3,0,1,0
48,1,14,0,0,0,23.0,298.0,142.0,9,3,1,0,1
26,1,0,0,0,0,-1.0,1.0,0.0,2,3,0,1,0
24,1,4,0,1,0,-27.0,27.0,26.0,8,5,1,1,1
28,0,2,0,0,0,0.0,0.0,0.0,5,3,1,1,1
44,0,4,0,0,0,0.0,0.0,5.0,6,2,1,1,1
23,1,2,0,0,1,0.0,0.0,13.0,7,6,1,1,0
34,0,1,0,0,0,-1.0,1.0,12.0,6,2,1,0,1
20,1,1,0,1,0,-1.0,1.0,1.0,5,7,1,1,1
63,1,23,0,0,0,-1.0,1.0,2.0,4,2,1,1,1
36,0,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0
58,1,1,0,0,0,-1.0,1.0,79.0,1,1,1,0,0
25,1,7,0,0,0,463.0,520.0,0.0,7,7,1,0,1
46,1,5,0,0,0,125.0,240.0,0.0,3,2,0,0,0
35,0,4,0,0,0,-30.0,30.0,13.0,3,4,1,1,0
23,1,3,0,0,0,-1.0,1.0,1.0,7,5,1,1,0
40,1,1,0,0,0,-21.0,21.0,21.0,1,1,1,1,0
31,1,3,0,0,0,-1.0,1.0,0.0,3,3,1,1,0
34,0,5,0,0,0,0.0,1.0,1.0,4,2,1,1,0
23,1,3,0,0,0,-1.0,1.0,13.0,6,4,0,1,1
27,1,0,0,0,0,-5.0,5.0,4.0,3,2,0,1,1
26,0,3,0,0,0,-27.0,27.0,27.0,5,3,1,1,0
49,1,1,0,0,0,0.0,0.0,24.0,1,1,1,1,0
47,0,0,0,0,0,0.0,0.0,1.0,1,1,0,1,0
47,1,6,0,0,0,0.0,0.0,5.0,2,1,1,1,0
34,1,7,0,0,0,0.0,1.0,0.0,6,2,1,1,1
45,1,1,0,0,0,378.0,37.0,5.0,8,4,0,1,0
27,1,10,0,0,0,-1.0,1.0,7.0,9,8,1,0,0
52,0,0,0,0,0,0.0,1.0,0.0,1,1,0,1,0
26,1,0,0,0,0,-3.0,3.0,0.0,3,3,0,1,1
25,1,9,0,0,1,0.0,1.0,2.0,7,4,1,1,0
51,1,1,0,0,0,-1.0,1.0,162.0,2,2,1,0,0
29,0,1,0,0,0,0.0,0.0,-1.0,2,2,0,1,0
46,1,0,0,0,0,-1.0,1.0,0.0,1,1,1,1,0
28,1,6,0,0,0,-2.0,2.0,2.0,4,3,1,1,0
57,1,0,0,0,0,-1.0,1.0,1.0,1,1,1,1,0
23,1,2,0,0,0,-1.0,1.0,0.0,5,5,1,1,0
34,1,27,0,0,0,-1.0,1.0,118.0,9,7,1,1,1
27,1,3,0,0,0,-1.0,1.0,12.0,3,2,1,0,0
25,1,7,0,0,1,-1.0,1.0,3.0,9,6,0,1,1
31,1,1,0,0,0,-1.0,1.0,32.0,7,2,1,1,1
37,1,8,0,0,0,-1.0,1.0,1.0,2,1,1,1,0
51,1,0,0,0,0,0.0,0.0,1.0,2,1,1,1,1
51,1,3,0,0,0,-86.0,14.0,2.0,2,1,0,1,0
28,1,8,0,1,0,-1.0,1.0,40.0,6,6,1,1,0
56,1,4,0,0,0,0.0,0.0,7.0,1,1,1,1,0
45,1,15,0,0,0,-1.0,1.0,330.0,9,7,1,1,1
26,1,7,0,0,0,-1.0,1.0,18.0,6,4,1,1,1
33,1,7,0,0,0,-1.0,1.0,1.0,8,2,1,1,1
23,1,0,0,0,3,-2.0,2.0,1.0,4,3,0,1,0
31,1,0,0,0,0,0.0,0.0,0.0,2,2,0,1,0
31,1,0,0,0,0,-1.0,1.0,1.0,3,3,0,1,0
19,1,1,1,0,0,-12.0,12.0,4.0,9,10,1,0,0
32,1,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0
30,1,1,0,0,0,-1.0,1.0,0.0,3,2,0,1,1
48,0,9,0,0,0,-87.0,87.0,57.0,6,6,1,0,0
66,1,1,0,0,0,-1.0,1.0,0.0,1,1,1,0,0
40,0,0,0,0,0,0.0,1.0,-1.0,1,1,1,1,0
59,1,4,0,0,0,0.0,1.0,0.0,2,2,0,1,0
25,1,5,0,0,0,118.0,120.0,85.0,7,7,1,0,0
27,1,3,0,0,0,-23.0,282.0,1.0,7,3,0,1,0
22,1,0,0,0,0,-1.0,1.0,0.0,3,6,1,1,0
58,1,1,0,0,0,-1.0,1.0,0.0,1,1,1,1,0
29,1,2,0,0,0,-2.0,2.0,2.0,3,2,1,1,0
44,0,11,0,0,0,245.0,1.0,26.0,7,2,1,1,1
24,1,2,0,0,0,203.0,453.0,6.0,4,3,1,1,0
27,1,0,0,0,0,-1.0,1.0,60.0,8,7,1,1,1
34,0,5,0,0,0,-53.0,53.0,24.0,5,5,1,1,1
24,1,0,0,0,0,-3.0,3.0,1.0,5,4,1,1,0
35,0,3,0,1,0,0.0,0.0,0.0,4,2,1,1,0
29,1,7,0,2,1,0.0,0.0,2.0,8,7,1,1,1
30,1,5,1,0,0,-1.0,1.0,2.0,9,6,1,1,1
23,1,1,0,1,1,-1.0,1.0,2.0,2,4,1,1,0
32,1,2,0,0,0,-27.0,27.0,0.0,4,1,1,1,1
22,1,2,0,0,0,-1.0,1.0,3.0,5,5,1,0,0
21,1,0,0,0,0,-1.0,1.0,1.0,3,5,0,1,0
43,0,0,0,0,0,-1.0,2.0,-1.0,2,1,0,1,0
29,1,0,0,0,0,-1.0,1.0,2.0,8,4,1,1,0
43,1,1,0,0,0,0.0,1.0,1.0,3,3,1,1,0
25,1,1,0,0,0,-1.0,1.0,2.0,2,3,1,0,0
47,1,0,0,0,0,-1.0,1.0,1.0,1,1,0,1,0
21,0,0,0,0,0,-2.0,2.0,0.0,5,6,1,1,0
25,0,1,0,0,0,-100.0,1554.0,-1.0,6,3,0,1,0
54,1,0,0,0,0,0.0,1.0,-1.0,1,1,0,1,0
34,1,3,0,0,1,-1.0,1.0,33.0,1,1,1,1,1
28,0,2,0,0,0,-1.0,1.0,1.0,2,2,0,1,0
53,0,4,0,0,0,-1.0,1.0,0.0,1,1,1,1,1
54,1,0,0,0,0,0.0,1.0,-1.0,1,1,0,1,0
37,1,3,0,0,0,-1.0,1.0,83.0,1,2,1,0,1
34,1,2,0,0,0,-1.0,1.0,0.0,4,1,1,1,0
50,1,11,0,0,0,-210.0,210.0,113.0,9,3,0,1,0
60,0,0,0,0,0,-1.0,1.0,1.0,1,1,1,1,1
22,1,0,0,0,0,-1.0,1.0,1.0,4,5,1,1,0
51,1,3,0,0,0,0.0,1.0,-1.0,7,4,1,1,0
29,1,0,0,0,0,-1.0,1.0,12.0,2,2,1,1,1
28,0,1,0,0,0,-43.0,43.0,1.0,5,5,1,1,0
36,1,6,0,0,0,-126.0,131.0,2.0,7,3,1,1,0
28,1,5,0,0,1,-1.0,1.0,27.0,6,5,0,0,0
33,1,0,0,0,0,-1.0,1.0,0.0,1,1,1,1,1
43,1,4,0,0,0,0.0,0.0,2.0,2,4,0,1,0
45,1,1,0,0,0,-1.0,1.0,26.0,6,3,0,1,0
32,1,5,0,0,0,-1.0,1.0,65.0,5,7,1,1,1
35,0,0,0,0,0,-1.0,1.0,1.0,3,2,1,1,1
23,1,1,0,0,0,-1.0,1.0,1.0,4,3,1,1,1
41,1,1,0,0,0,-1.0,1.0,113.0,1,1,0,1,0
25,1,24,20,0,0,-1.0,1.0,0.0,10,6,1,0,1
35,1,12,0,1,0,-1.0,1.0,10.0,9,6,1,1,0
25,1,4,0,0,0,0.0,0.0,43.0,6,5,1,1,1
69,1,6,0,0,0,-1.0,1.0,1.0,2,1,1,1,1
24,1,0,0,0,0,-1.0,1.0,1.0,3,4,0,1,0
21,1,3,0,0,0,34.0,38.0,63.0,6,6,1,1,1
28,1,0,0,0,0,-1.0,1.0,0.0,4,4,1,1,0
47,1,23,0,0,0,-1.0,1.0,403.0,7,5,1,1,1
29,1,13,0,1,0,0.0,0.0,1.0,10,10,1,1,1
36,1,14,0,0,0,-38.0,38.0,0.0,4,1,1,1,1
26,1,9,0,0,0,-1.0,1.0,2.0,8,7,1,1,1
31,1,0,0,0,0,-1.0,1.0,2.0,1,1,0,1,0
32,1,8,0,0,0,35.0,0.0,0.0,3,3,1,1,1
27,0,3,0,0,0,-121.0,121.0,88.0,7,4,1,0,1
28,1,0,0,0,0,0.0,1.0,1.0,7,3,1,1,0
48,1,1,0,0,0,0.0,1.0,0.0,1,1,0,1,1
23,1,2,0,0,0,129.0,232.0,164.0,7,7,1,0,1
44,1,0,0,0,0,-1.0,1.0,0.0,1,1,0,1,0
42,1,7,0,0,0,-1.0,1.0,0.0,5,3,0,1,0
39,1,5,0,0,0,-1.0,1.0,4.0,7,4,1,1,0
46,0,2,0,0,0,-1.0,1.0,3.0,1,1,1,1,0
55,1,0,0,0,0,-1.0,1.0,10.0,5,3,0,1,0
27,1,5,0,0,0,-1.0,1.0,4.0,9,4,1,1,1
31,0,0,0,0,0,-1.0,1.0,4.0,9,5,0,1,0
25,1,0,0,0,0,-1.0,1.0,0.0,2,4,1,1,0
32,1,6,0,0,2,0.0,0.0,0.0,7,4,0,1,0
36,1,2,0,0,0,-1.0,1.0,0.0,5,4,1,1,0
21,1,3,0,0,0,-1.0,0.0,4.0,7,6,1,0,1
39,1,2,0,0,0,0.0,1.0,-1.0,4,2,0,1,0
26,0,0,0,0,0,0.0,1.0,-1.0,2,2,0,1,0
28,1,8,0,0,0,0.0,1.0,20.0,8,7,1,1,1
67,1,2,0,0,0,-4.0,5.0,0.0,1,1,0,1,1
22,0,0,0,0,0,-1.0,1.0,2.0,4,5,1,1,0
37,1,3,0,0,0,-1.0,1.0,0.0,1,1,0,1,0
23,1,2,0,0,0,-1.0,1.0,2.0,8,8,0,1,1
49,0,14,0,0,0,-1.0,1.0,122.0,7,3,0,1,1
